"date","geography","geography code","Qualifications: All categories: Highest level of qualification; measures: Value","Qualifications: No qualifications; measures: Value","Qualifications: Highest level of qualification: Level 1 qualifications; measures: Value","Qualifications: Highest level of qualification: Level 2 qualifications; measures: Value","Qualifications: Highest level of qualification: Apprenticeship; measures: Value","Qualifications: Highest level of qualification: Level 3 qualifications; measures: Value","Qualifications: Highest level of qualification: Level 4 qualifications and above; measures: Value","Qualifications: Highest level of qualification: Other qualifications; measures: Value","Qualifications: Schoolchildren and full-time students: Age 16 to 17; measures: Value","Qualifications: Schoolchildren and full-time students: Age 18 and over; measures: Value","Qualifications: Full-time students: Age 18 to 74: Economically active: In employment; measures: Value","Qualifications: Full-time students: Age 18 to 74: Economically active: Unemployed; measures: Value","Qualifications: Full-time students: Age 18 to 74: Economically inactive; measures: Value"
"2011","N00002561 (New Buildings ward)","N00002561",268,62,23,35,8,26,106,8,5,10,3,0,7
"2011","N00002562 (New Buildings ward)","N00002562",282,49,25,40,11,32,112,13,13,18,7,0,11
"2011","N00002563 (New Buildings ward)","N00002563",297,63,30,41,12,39,104,8,20,21,8,3,10
"2011","N00002564 (New Buildings ward)","N00002564",221,68,27,33,15,24,38,16,6,7,3,0,4
"2011","N00002565 (Pennyburn ward)","N00002565",239,89,27,33,8,27,45,10,10,16,5,0,11
"2011","N00002566 (Pennyburn ward)","N00002566",260,72,19,29,12,37,81,10,6,14,4,0,10
"2011","N00002567 (Pennyburn ward)","N00002567",261,81,35,39,7,28,65,6,15,29,9,2,18
"2011","N00002568 (Pennyburn ward)","N00002568",260,78,36,29,17,26,62,12,11,12,3,1,8
"2011","N00002569 (Pennyburn ward)","N00002569",269,69,18,34,8,17,110,13,10,9,4,1,4
"2011","N00002570 (Pennyburn ward)","N00002570",224,86,15,19,5,27,64,8,2,12,2,0,10
"2011","N00002571 (Pennyburn ward)","N00002571",308,68,26,38,9,52,108,7,4,29,13,4,12
"2011","N00002572 (Pennyburn ward)","N00002572",296,50,21,35,3,41,136,10,7,14,4,0,10
"2011","N00002573 (Rosemount ward)","N00002573",248,95,24,36,14,30,46,3,3,13,7,0,6
"2011","N00002574 (Rosemount ward)","N00002574",250,93,31,39,6,25,46,10,7,15,10,0,5
"2011","N00002575 (Rosemount ward)","N00002575",250,122,24,30,12,29,27,6,13,18,5,0,13
"2011","N00002576 (Rosemount ward)","N00002576",678,192,64,92,19,77,205,29,17,52,16,5,31
"2011","N00002577 (Rosemount ward)","N00002577",471,120,35,88,12,71,118,27,10,55,17,8,30
"2011","N00002578 (Rosemount ward)","N00002578",246,79,34,30,12,45,42,4,11,16,2,3,11
"2011","N00002579 (Shantallow East ward)","N00002579",306,145,39,45,8,36,28,5,22,18,2,4,12
"2011","N00002580 (Shantallow East ward)","N00002580",251,77,31,25,7,40,64,7,7,15,6,1,8
"2011","N00002581 (Shantallow East ward)","N00002581",285,93,20,39,15,25,83,10,8,11,3,1,7
"2011","N00002582 (Shantallow East ward)","N00002582",1086,548,147,156,24,99,81,31,50,95,36,5,54
"2011","N00002583 (Shantallow West ward)","N00002583",218,87,32,35,3,29,28,4,11,12,4,1,7
"2011","N00002584 (Shantallow West ward)","N00002584",256,95,40,45,8,34,29,5,17,20,5,4,11
"2011","N00002585 (Shantallow West ward)","N00002585",198,89,22,25,4,27,26,5,4,14,3,2,9
"2011","N00002586 (Shantallow West ward)","N00002586",253,114,32,42,7,26,26,6,9,15,5,0,10
"2011","N00002587 (Shantallow West ward)","N00002587",553,236,86,77,19,66,56,13,24,37,7,6,24
"2011","N00002588 (Shantallow West ward)","N00002588",205,92,30,34,7,24,13,5,11,8,1,1,6
"2011","N00002589 (Shantallow West ward)","N00002589",232,90,40,32,9,27,27,7,8,27,5,4,18
"2011","N00002590 (Shantallow West ward)","N00002590",1043,350,151,195,35,125,163,24,67,79,26,7,46
"2011","N00002591 (Shantallow West ward)","N00002591",835,202,103,167,22,122,189,30,49,65,24,5,36
"2011","N00002592 (Shantallow West ward)","N00002592",369,56,40,68,12,54,131,8,17,36,15,2,19
"2011","N00002593 (Shantallow West ward)","N00002593",243,70,34,39,8,23,65,4,10,16,10,0,6
"2011","N00002594 (Springtown ward)","N00002594",256,101,42,40,10,26,32,5,15,16,4,1,11
"2011","N00002595 (Springtown ward)","N00002595",303,117,37,37,14,36,57,5,18,26,12,1,13
"2011","N00002596 (Springtown ward)","N00002596",327,82,34,51,14,61,72,13,10,27,9,3,15
"2011","N00002597 (Springtown ward)","N00002597",257,65,32,48,10,36,55,11,21,18,7,0,11
"2011","N00002598 (Springtown ward)","N00002598",198,86,24,26,5,28,24,5,7,16,7,4,5
"2011","N00002599 (Springtown ward)","N00002599",327,86,53,49,9,59,60,11,14,21,9,4,8
"2011","N00002600 (Springtown ward)","N00002600",245,60,31,39,9,50,50,6,15,27,13,2,12
"2011","N00002601 (Springtown ward)","N00002601",302,67,31,51,16,43,85,9,10,24,11,2,11
"2011","N00002602 (Springtown ward)","N00002602",288,61,24,50,6,51,90,6,15,23,9,2,12
"2011","N00002603 (Strand ward)","N00002603",775,266,89,109,24,102,137,48,14,100,48,16,36
"2011","N00002604 (Strand ward)","N00002604",300,64,36,30,8,55,94,13,10,69,34,7,28
"2011","N00002605 (Strand ward)","N00002605",228,69,22,35,7,20,51,24,2,17,3,5,9
"2011","N00002606 (Strand ward)","N00002606",327,170,35,34,10,29,41,8,12,17,7,3,7
"2011","N00002607 (Strand ward)","N00002607",147,75,17,20,5,12,18,0,2,8,1,3,4
"2011","N00002608 (Strand ward)","N00002608",230,60,23,30,6,33,68,10,7,30,11,3,16
"2011","N00002609 (Strand ward)","N00002609",821,80,23,109,12,354,214,29,8,512,193,79,240
"2011","N00002610 (Strand ward)","N00002610",254,64,27,39,7,49,57,11,7,56,15,2,39
"2011","N00002611 (Strand ward)","N00002611",120,39,14,8,4,13,35,7,4,4,3,0,1
"2011","N00002612 (Strand ward)","N00002612",253,58,27,46,5,38,63,16,7,40,13,3,24
"2011","N00002613 (The Diamond ward)","N00002613",592,212,76,74,23,71,104,32,19,29,8,2,19
"2011","N00002614 (The Diamond ward)","N00002614",307,123,38,47,5,35,44,15,11,18,4,2,12
"2011","N00002615 (The Diamond ward)","N00002615",241,97,32,39,5,29,30,9,13,15,4,3,8
"2011","N00002616 (The Diamond ward)","N00002616",276,108,50,30,7,34,37,10,10,11,5,0,6
"2011","N00002617 (The Diamond ward)","N00002617",380,153,37,57,13,39,71,10,9,18,8,2,8
"2011","N00002618 (The Diamond ward)","N00002618",181,92,16,28,3,14,25,3,5,14,5,2,7
"2011","N00002619 (Victoria ward)","N00002619",523,160,63,75,18,63,115,29,16,20,8,3,9
"2011","N00002620 (Victoria ward)","N00002620",404,128,52,59,12,46,79,28,9,15,3,1,11
"2011","N00002621 (Victoria ward)","N00002621",182,81,18,26,7,12,30,8,0,5,2,1,2
"2011","N00002622 (Victoria ward)","N00002622",245,75,38,25,9,30,60,8,11,8,3,2,3
"2011","N00002623 (Victoria ward)","N00002623",223,110,26,30,7,22,21,7,6,6,4,0,2
"2011","N00002624 (Victoria ward)","N00002624",211,63,30,29,6,28,43,12,3,13,4,4,5
"2011","N00002625 (Victoria ward)","N00002625",257,112,41,31,7,23,34,9,16,9,3,1,5
"2011","N00002626 (Victoria ward)","N00002626",609,166,72,107,12,73,169,10,32,45,14,5,26
"2011","N00002627 (Westland ward)","N00002627",260,154,22,26,8,20,21,9,3,10,1,2,7
"2011","N00002628 (Westland ward)","N00002628",791,305,80,109,28,83,170,16,25,58,16,10,32
"2011","N00002629 (Westland ward)","N00002629",194,104,26,31,4,13,13,3,4,9,3,0,6
"2011","N00002630 (Westland ward)","N00002630",212,105,33,23,3,19,23,6,11,9,0,0,9
"2011","N00002631 (Westland ward)","N00002631",262,113,38,34,9,29,31,8,13,13,4,0,9
"2011","N00004446 (Artigarvan ward)","N00004446",347,125,51,58,5,43,48,17,16,12,5,1,6
"2011","N00004447 (Artigarvan ward)","N00004447",300,135,36,39,7,33,36,14,10,12,2,5,5
"2011","N00004448 (Artigarvan ward)","N00004448",388,133,54,50,10,40,83,18,13,16,7,2,7
"2011","N00004449 (Artigarvan ward)","N00004449",356,118,39,54,14,39,66,26,18,19,6,0,13
"2011","N00004450 (Artigarvan ward)","N00004450",308,115,27,45,12,28,67,14,11,12,1,0,11
"2011","N00004451 (Artigarvan ward)","N00004451",441,161,67,61,16,50,74,12,20,21,6,3,12
"2011","N00004452 (Ballycolman ward)","N00004452",252,133,32,34,7,16,21,9,17,16,4,3,9
"2011","N00004453 (Ballycolman ward)","N00004453",232,124,39,35,0,16,14,4,12,10,2,0,8
"2011","N00004454 (Ballycolman ward)","N00004454",220,107,29,29,6,26,19,4,10,14,2,1,11
"2011","N00004455 (Ballycolman ward)","N00004455",248,128,28,30,2,29,22,9,8,12,2,3,7
"2011","N00004456 (Ballycolman ward)","N00004456",233,120,28,24,8,20,28,5,7,8,0,1,7
"2011","N00004457 (Ballycolman ward)","N00004457",255,108,21,33,7,30,46,10,10,11,3,0,8
"2011","N00004458 (Castlederg ward)","N00004458",269,106,19,43,6,31,47,17,10,19,6,0,13
"2011","N00004459 (Castlederg ward)","N00004459",675,286,81,97,18,63,81,49,25,31,6,1,24
"2011","N00004460 (Castlederg ward)","N00004460",213,116,20,19,6,20,21,11,2,9,3,0,6
"2011","N00004461 (Castlederg ward)","N00004461",317,139,40,45,11,38,32,12,6,15,2,0,13
"2011","N00004462 (Castlederg ward)","N00004462",250,143,12,32,4,23,21,15,12,6,0,0,6
"2011","N00004463 (Clare ward)","N00004463",367,130,38,55,15,41,66,22,13,23,7,2,14
"2011","N00004464 (Clare ward)","N00004464",308,151,37,39,4,30,29,18,12,15,2,1,12
"2011","N00004465 (Clare ward)","N00004465",396,174,41,47,13,46,65,10,12,23,9,1,13
"2011","N00004466 (Clare ward)","N00004466",319,145,37,43,7,33,43,11,6,15,2,2,11
"2011","N00004467 (Clare ward)","N00004467",331,137,34,46,9,39,47,19,7,17,3,0,14
"2011","N00004468 (Clare ward)","N00004468",378,142,42,58,12,36,73,15,13,16,6,0,10
"2011","N00004469 (Dunnamanagh ward)","N00004469",291,129,33,27,12,29,51,10,12,8,0,2,6
"2011","N00004470 (Dunnamanagh ward)","N00004470",230,147,19,13,6,18,22,5,5,7,2,0,5
"2011","N00004471 (Dunnamanagh ward)","N00004471",323,141,29,49,16,33,50,5,12,12,1,1,10
"2011","N00004472 (Dunnamanagh ward)","N00004472",591,234,59,81,24,65,120,8,28,34,7,2,25
"2011","N00004473 (Dunnamanagh ward)","N00004473",264,107,23,46,8,31,38,11,12,15,3,0,12
"2011","N00004474 (East ward)","N00004474",717,412,76,70,17,38,83,21,15,24,3,1,20
"2011","N00004475 (East ward)","N00004475",192,119,16,20,5,17,13,2,7,8,4,0,4
"2011","N00004476 (East ward)","N00004476",225,137,25,20,8,23,8,4,6,10,5,0,5
"2011","N00004477 (East ward)","N00004477",229,125,25,27,5,21,15,11,17,11,3,1,7
"2011","N00004478 (Finn ward)","N00004478",432,153,43,70,10,75,64,17,18,20,6,1,13
"2011","N00004479 (Finn ward)","N00004479",401,146,40,73,15,51,64,12,20,16,9,0,7
"2011","N00004480 (Finn ward)","N00004480",358,109,41,66,16,40,75,11,16,25,8,1,16
"2011","N00004481 (Finn ward)","N00004481",433,137,59,58,15,59,85,20,16,23,6,1,16
"2011","N00004482 (Finn ward)","N00004482",258,130,27,36,7,23,30,5,8,14,2,0,12
"2011","N00004483 (Finn ward)","N00004483",272,147,29,40,10,23,15,8,7,12,3,2,7
"2011","N00004484 (Glenderg ward)","N00004484",455,150,50,62,16,59,92,26,18,20,6,0,14
"2011","N00004485 (Glenderg ward)","N00004485",342,180,27,47,12,27,40,9,16,24,3,0,21
"2011","N00004486 (Glenderg ward)","N00004486",268,150,33,36,7,25,13,4,16,11,1,0,10
"2011","N00004487 (Glenderg ward)","N00004487",337,144,37,43,13,35,57,8,11,24,4,2,18
"2011","N00004488 (Glenderg ward)","N00004488",348,154,25,48,7,40,63,11,5,19,5,0,14
"2011","N00004489 (Glenderg ward)","N00004489",272,135,31,37,9,23,25,12,8,10,1,0,9
"2011","N00004490 (Newtownstewart ward)","N00004490",394,161,47,62,7,43,61,13,17,20,8,1,11
"2011","N00004491 (Newtownstewart ward)","N00004491",296,161,42,27,8,24,23,11,9,7,3,0,4
"2011","N00004492 (Newtownstewart ward)","N00004492",269,108,28,33,4,29,58,9,8,8,2,0,6
"2011","N00004493 (Newtownstewart ward)","N00004493",329,116,39,40,5,43,72,14,14,11,5,0,6
"2011","N00004494 (Newtownstewart ward)","N00004494",240,131,31,29,2,20,14,13,8,8,1,0,7
"2011","N00004495 (Newtownstewart ward)","N00004495",251,147,29,28,4,11,26,6,7,9,2,0,7
"2011","N00004496 (North ward)","N00004496",685,170,81,105,24,95,180,30,28,28,11,5,12
"2011","N00004497 (North ward)","N00004497",314,128,35,41,9,30,53,18,4,20,4,4,12
"2011","N00004498 (North ward)","N00004498",1118,293,153,194,37,152,245,44,57,56,16,12,28
"2011","N00004499 (North ward)","N00004499",168,88,12,19,3,13,27,6,1,6,1,1,4
"2011","N00004500 (North ward)","N00004500",158,88,15,13,9,10,21,2,7,4,3,0,1
"2011","N00004501 (Plumbridge ward)","N00004501",338,102,40,49,15,38,85,9,16,21,9,3,9
"2011","N00004502 (Plumbridge ward)","N00004502",245,98,27,27,18,23,40,12,11,11,4,0,7
"2011","N00004503 (Plumbridge ward)","N00004503",311,98,40,34,25,27,70,17,18,13,3,0,10
"2011","N00004504 (Plumbridge ward)","N00004504",221,96,20,32,9,23,30,11,10,10,2,1,7
"2011","N00004505 (Plumbridge ward)","N00004505",330,108,38,54,15,42,58,15,13,8,3,2,3
"2011","N00004506 (Plumbridge ward)","N00004506",281,106,27,41,7,34,48,18,16,5,1,0,4
"2011","N00004507 (Sion Mills ward)","N00004507",240,125,30,31,5,22,16,11,10,6,2,0,4
"2011","N00004508 (Sion Mills ward)","N00004508",530,221,58,76,25,59,69,22,12,28,9,2,17
"2011","N00004509 (Sion Mills ward)","N00004509",212,73,33,30,8,16,47,5,9,10,4,0,6
"2011","N00004510 (Sion Mills ward)","N00004510",270,148,24,35,9,18,28,8,10,7,2,0,5
"2011","N00004511 (Sion Mills ward)","N00004511",172,85,17,19,3,16,23,9,3,3,0,0,3
"2011","N00004512 (Sion Mills ward)","N00004512",306,121,47,39,9,25,47,18,9,9,4,0,5
"2011","N00004513 (Slievekirk ward)","N00004513",342,120,48,54,9,49,51,11,14,20,9,0,11
"2011","N00004514 (Slievekirk ward)","N00004514",471,118,50,71,24,72,122,14,14,28,14,1,13
"2011","N00004515 (Slievekirk ward)","N00004515",296,85,40,40,13,38,73,7,11,16,4,2,10
"2011","N00004516 (Slievekirk ward)","N00004516",307,130,34,28,10,40,48,17,12,8,2,0,6
"2011","N00004517 (Slievekirk ward)","N00004517",316,121,41,44,15,30,46,19,7,8,1,0,7
"2011","N00004518 (Slievekirk ward)","N00004518",238,116,34,28,5,28,21,6,6,9,4,1,4
"2011","N00004519 (South ward)","N00004519",237,86,38,43,9,17,26,18,8,18,6,3,9
"2011","N00004520 (South ward)","N00004520",875,272,111,128,27,113,167,57,36,50,22,0,28
"2011","N00004521 (South ward)","N00004521",293,124,34,34,4,28,50,19,13,12,5,3,4
"2011","N00004522 (South ward)","N00004522",277,88,32,37,10,34,71,5,13,23,8,2,13
"2011","N00004523 (South ward)","N00004523",289,79,39,61,4,45,56,5,15,12,3,0,9
"2011","N00004524 (South ward)","N00004524",198,70,22,25,5,24,35,17,7,8,3,2,3
"2011","N00004525 (South ward)","N00004525",322,85,33,51,14,53,69,17,9,18,7,2,9
"2011","N00004526 (Victoria Bridge ward)","N00004526",346,107,52,52,10,38,71,16,8,13,5,0,8
"2011","N00004527 (Victoria Bridge ward)","N00004527",267,144,35,26,8,22,26,6,9,11,3,0,8
"2011","N00004528 (Victoria Bridge ward)","N00004528",350,143,37,44,10,50,60,6,15,16,5,1,10
"2011","N00004529 (Victoria Bridge ward)","N00004529",244,111,24,30,8,19,41,11,8,12,5,0,7
"2011","N00004530 (Victoria Bridge ward)","N00004530",277,111,35,34,11,34,39,13,11,13,4,2,7
"2011","N00004531 (Victoria Bridge ward)","N00004531",314,127,40,44,7,32,53,11,15,16,2,1,13
"2011","N00004532 (West ward)","N00004532",287,90,40,41,8,39,55,14,12,18,4,0,14
"2011","N00004533 (West ward)","N00004533",243,98,45,33,5,22,31,9,10,10,4,1,5
"2011","N00004534 (West ward)","N00004534",802,227,99,143,17,112,168,36,35,40,15,8,17
"2011","N00004535 (West ward)","N00004535",645,235,68,78,27,70,147,20,13,32,13,5,14
"2011","N00004536 (West ward)","N00004536",266,161,15,20,7,27,29,7,3,9,2,1,6
"2011","N00004537 (West ward)","N00004537",199,88,30,21,6,26,23,5,4,9,4,1,4
"2011","N00002912 (Ballinamallard ward)","N00002912",279,69,38,44,7,30,80,11,17,11,5,0,6
"2011","N00002913 (Ballinamallard ward)","N00002913",260,65,29,53,16,39,38,20,9,13,6,0,7
"2011","N00002914 (Ballinamallard ward)","N00002914",937,242,113,182,47,120,203,30,37,35,17,3,15
"2011","N00002915 (Ballinamallard ward)","N00002915",181,66,25,27,8,19,28,8,4,7,2,1,4
"2011","N00002916 (Ballinamallard ward)","N00002916",341,66,38,81,16,50,70,20,13,24,10,0,14
"2011","N00002917 (Belcoo and Garrison ward)","N00002917",245,78,25,33,14,24,64,7,10,8,1,1,6
"2011","N00002918 (Belcoo and Garrison ward)","N00002918",278,101,26,31,17,27,60,16,11,5,0,0,5
"2011","N00002919 (Belcoo and Garrison ward)","N00002919",302,90,28,71,11,30,64,8,21,18,5,1,12
"2011","N00002920 (Belcoo and Garrison ward)","N00002920",289,89,34,40,7,37,63,19,10,10,0,2,8
"2011","N00002921 (Belcoo and Garrison ward)","N00002921",263,86,27,41,14,26,63,6,6,11,3,1,7
"2011","N00002922 (Belcoo and Garrison ward)","N00002922",368,132,48,34,17,41,81,15,16,17,3,2,12
"2011","N00002923 (Belcoo and Garrison ward)","N00002923",284,109,29,33,10,29,51,23,6,14,7,1,6
"2011","N00002924 (Belleek and Boa ward)","N00002924",333,128,35,33,13,39,68,17,12,20,8,1,11
"2011","N00002925 (Belleek and Boa ward)","N00002925",241,72,31,29,13,14,64,18,6,7,3,0,4
"2011","N00002926 (Belleek and Boa ward)","N00002926",292,101,31,44,5,37,55,19,10,17,3,1,13
"2011","N00002927 (Belleek and Boa ward)","N00002927",311,112,45,50,10,31,46,17,20,15,3,1,11
"2011","N00002928 (Belleek and Boa ward)","N00002928",288,94,31,45,12,34,59,13,6,15,3,2,10
"2011","N00002929 (Belleek and Boa ward)","N00002929",561,176,68,73,25,60,126,33,20,20,7,0,13
"2011","N00002930 (Boho Cleenish and Letterbreen ward)","N00002930",341,102,42,46,13,44,66,28,15,17,7,0,10
"2011","N00002931 (Boho Cleenish and Letterbreen ward)","N00002931",440,74,68,58,15,54,136,35,6,15,7,0,8
"2011","N00002932 (Boho Cleenish and Letterbreen ward)","N00002932",290,88,39,38,15,24,74,12,15,10,0,0,10
"2011","N00002933 (Boho Cleenish and Letterbreen ward)","N00002933",411,105,49,66,22,52,99,18,9,28,18,0,10
"2011","N00002934 (Boho Cleenish and Letterbreen ward)","N00002934",326,117,41,53,10,36,54,15,18,12,4,1,7
"2011","N00002935 (Boho Cleenish and Letterbreen ward)","N00002935",320,106,41,52,16,31,63,11,14,13,5,1,7
"2011","N00002936 (Boho Cleenish and Letterbreen ward)","N00002936",332,108,34,47,17,36,76,14,8,9,5,0,4
"2011","N00002937 (Brookeborough ward)","N00002937",318,121,32,49,13,32,64,7,7,13,5,0,8
"2011","N00002938 (Brookeborough ward)","N00002938",337,112,31,56,10,42,83,3,13,23,10,3,10
"2011","N00002939 (Brookeborough ward)","N00002939",330,110,40,43,12,36,76,13,10,17,5,1,11
"2011","N00002940 (Brookeborough ward)","N00002940",295,92,34,51,9,37,58,14,6,16,5,2,9
"2011","N00002941 (Brookeborough ward)","N00002941",250,109,34,26,8,24,40,9,4,11,3,2,6
"2011","N00002942 (Brookeborough ward)","N00002942",335,114,39,57,11,34,66,14,8,13,3,1,9
"2011","N00002943 (Castlecoole ward)","N00002943",232,53,42,31,7,22,65,12,9,9,4,1,4
"2011","N00002944 (Castlecoole ward)","N00002944",453,103,57,90,8,53,101,41,18,15,5,1,9
"2011","N00002945 (Castlecoole ward)","N00002945",309,79,47,49,4,33,74,23,13,19,5,0,14
"2011","N00002946 (Castlecoole ward)","N00002946",219,66,26,42,13,26,33,13,6,6,3,0,3
"2011","N00002947 (Castlecoole ward)","N00002947",287,78,34,56,14,33,56,16,7,13,0,0,13
"2011","N00002948 (Castlecoole ward)","N00002948",266,46,26,51,17,34,84,8,16,11,7,0,4
"2011","N00002949 (Castlecoole ward)","N00002949",287,47,36,47,11,36,89,21,9,13,5,1,7
"2011","N00002950 (Castlecoole ward)","N00002950",333,82,20,42,8,36,114,31,11,8,6,1,1
"2011","N00002951 (Castlecoole ward)","N00002951",207,57,38,27,8,21,49,7,5,5,3,1,1
"2011","N00002952 (Castlecoole ward)","N00002952",272,48,20,54,5,30,100,15,13,14,3,0,11
"2011","N00002953 (Castlecoole ward)","N00002953",194,49,29,37,8,21,33,17,6,3,0,0,3
"2011","N00002954 (Derrygonnelly ward)","N00002954",527,160,46,72,11,39,160,39,18,13,7,0,6
"2011","N00002955 (Derrygonnelly ward)","N00002955",344,81,30,52,16,45,105,15,10,11,6,1,4
"2011","N00002956 (Derrygonnelly ward)","N00002956",297,105,29,41,8,37,66,11,15,11,2,2,7
"2011","N00002957 (Derrygonnelly ward)","N00002957",296,128,47,42,6,20,44,9,12,14,5,4,5
"2011","N00002958 (Derrygonnelly ward)","N00002958",353,131,45,53,11,27,78,8,17,8,2,1,5
"2011","N00002959 (Derrygonnelly ward)","N00002959",388,106,41,58,16,37,111,19,20,11,6,1,4
"2011","N00002960 (Derrylin ward)","N00002960",290,109,32,37,10,26,55,21,5,8,5,0,3
"2011","N00002961 (Derrylin ward)","N00002961",255,83,27,37,8,22,64,14,7,9,1,0,8
"2011","N00002962 (Derrylin ward)","N00002962",294,99,28,35,9,30,61,32,7,13,3,1,9
"2011","N00002963 (Derrylin ward)","N00002963",288,80,25,32,15,40,70,26,7,14,9,0,5
"2011","N00002964 (Derrylin ward)","N00002964",297,117,27,44,8,31,50,20,5,13,6,0,7
"2011","N00002965 (Derrylin ward)","N00002965",256,84,31,38,12,24,54,13,9,6,0,0,6
"2011","N00002966 (Derrylin ward)","N00002966",428,123,44,66,34,40,84,37,21,15,1,1,13
"2011","N00002967 (Devenish ward)","N00002967",228,100,24,40,3,18,28,15,7,9,1,1,7
"2011","N00002968 (Devenish ward)","N00002968",238,105,30,30,6,20,28,19,6,9,5,1,3
"2011","N00002969 (Devenish ward)","N00002969",191,92,13,33,6,13,14,20,6,0,0,0,0
"2011","N00002970 (Devenish ward)","N00002970",245,99,31,35,11,17,32,20,4,5,2,0,3
"2011","N00002971 (Devenish ward)","N00002971",314,129,36,27,8,20,67,27,6,10,5,0,5
"2011","N00002972 (Devenish ward)","N00002972",221,90,33,41,6,19,18,14,14,8,4,0,4
"2011","N00002973 (Donagh ward)","N00002973",317,113,33,42,11,38,68,12,6,21,7,1,13
"2011","N00002974 (Donagh ward)","N00002974",251,104,21,35,6,26,51,8,11,11,1,0,10
"2011","N00002975 (Donagh ward)","N00002975",405,132,46,66,18,29,93,21,16,17,5,1,11
"2011","N00002976 (Donagh ward)","N00002976",253,115,27,42,7,24,27,11,10,16,4,0,12
"2011","N00002977 (Donagh ward)","N00002977",322,128,24,46,7,31,71,15,17,12,3,1,8
"2011","N00002978 (Donagh ward)","N00002978",336,118,46,46,11,37,60,18,17,21,10,1,10
"2011","N00002979 (Erne ward)","N00002979",322,148,48,47,8,25,37,9,9,18,6,4,8
"2011","N00002980 (Erne ward)","N00002980",307,69,38,37,5,32,114,12,14,10,4,2,4
"2011","N00002981 (Erne ward)","N00002981",214,74,22,20,6,14,66,12,5,5,1,0,4
"2011","N00002982 (Erne ward)","N00002982",407,117,54,59,8,35,96,38,9,10,5,0,5
"2011","N00002983 (Erne ward)","N00002983",251,67,28,29,6,29,65,27,12,20,5,0,15
"2011","N00002984 (Erne ward)","N00002984",152,50,38,21,3,20,13,7,6,8,0,1,7
"2011","N00002985 (Erne ward)","N00002985",111,42,22,14,3,12,14,4,5,4,2,0,2
"2011","N00002986 (Erne ward)","N00002986",308,110,27,44,14,27,59,27,10,13,3,1,9
"2011","N00002987 (Florencecourt and Kinawley ward)","N00002987",340,109,35,51,10,43,74,18,14,19,5,0,14
"2011","N00002988 (Florencecourt and Kinawley ward)","N00002988",364,133,34,57,13,45,60,22,15,15,3,0,12
"2011","N00002989 (Florencecourt and Kinawley ward)","N00002989",397,141,45,57,15,44,78,17,15,21,9,0,12
"2011","N00002990 (Florencecourt and Kinawley ward)","N00002990",296,77,45,53,9,27,68,17,12,13,3,1,9
"2011","N00002991 (Florencecourt and Kinawley ward)","N00002991",275,92,37,35,11,27,62,11,7,9,3,0,6
"2011","N00002992 (Florencecourt and Kinawley ward)","N00002992",374,123,38,71,9,44,72,17,19,23,9,0,14
"2011","N00002993 (Irvinestown ward)","N00002993",174,64,27,22,3,11,26,21,4,4,1,0,3
"2011","N00002994 (Irvinestown ward)","N00002994",477,137,65,68,25,49,108,25,8,22,8,0,14
"2011","N00002995 (Irvinestown ward)","N00002995",474,116,50,86,10,56,137,19,16,20,10,0,10
"2011","N00002996 (Irvinestown ward)","N00002996",197,102,16,26,0,19,21,13,8,3,1,1,1
"2011","N00002997 (Irvinestown ward)","N00002997",230,95,26,32,9,23,38,7,5,11,1,0,10
"2011","N00002998 (Irvinestown ward)","N00002998",213,88,32,34,7,17,28,7,4,7,2,0,5
"2011","N00002999 (Irvinestown ward)","N00002999",215,87,32,31,4,26,23,12,7,9,3,0,6
"2011","N00003000 (Kesh Ederney and Lack ward)","N00003000",337,132,47,42,5,38,65,8,17,15,10,0,5
"2011","N00003001 (Kesh Ederney and Lack ward)","N00003001",200,91,24,22,9,18,26,10,3,8,0,0,8
"2011","N00003002 (Kesh Ederney and Lack ward)","N00003002",640,249,80,103,13,55,101,39,30,30,10,2,18
