"date","geography","geography code","Occupation: All categories: Occupation; measures: Value","Occupation: 1. Managers, directors and senior officials; measures: Value","Occupation: 2. Professional occupations; measures: Value","Occupation: 3. Associate professional and technical occupations; measures: Value","Occupation: 4. Administrative and secretarial occupations; measures: Value","Occupation: 5. Skilled trades occupations; measures: Value","Occupation: 6. Caring, leisure and other service occupations; measures: Value","Occupation: 7. Sales and customer service occupations; measures: Value","Occupation: 8. Process plant and machine operatives; measures: Value","Occupation: 9. Elementary occupations; measures: Value"
"2011","Falkirk - Grahamston - 02","S01009139",214,10,20,27,33,23,24,23,14,40
"2011","Falkirk - Grahamston - 03","S01009140",363,23,44,53,34,48,38,34,40,49
"2011","Falkirk - Grahamston - 04","S01009141",383,32,40,43,55,59,33,38,31,52
"2011","Falkirk - Grahamston - 05","S01009142",296,20,30,33,28,45,15,34,37,54
"2011","Falkirk - Middlefield - 01","S01009143",244,13,10,14,35,39,29,29,28,47
"2011","Falkirk - Middlefield - 02","S01009144",451,33,85,63,69,64,22,48,31,36
"2011","Falkirk - Middlefield - 03","S01009145",458,19,39,49,58,69,64,45,58,57
"2011","Falkirk - Middlefield - 04","S01009146",447,24,40,45,52,50,54,50,58,74
"2011","Falkirk - Middlefield - 05","S01009147",331,13,23,24,41,60,39,37,26,68
"2011","Falkirk - Middlefield - 06","S01009148",313,20,12,20,21,46,23,42,58,71
"2011","Falkirk - Town Centre and Callendar Park - 01","S01009149",414,39,59,74,48,42,25,47,39,41
"2011","Falkirk - Town Centre and Callendar Park - 02","S01009150",93,9,5,3,14,9,9,10,12,22
"2011","Falkirk - Town Centre and Callendar Park - 03","S01009151",341,33,81,35,48,31,27,34,25,27
"2011","Falkirk - Town Centre and Callendar Park - 04","S01009152",291,15,36,28,43,39,26,28,27,49
"2011","Falkirk - Town Centre and Callendar Park - 05","S01009153",277,19,49,52,35,32,19,30,16,25
"2011","Falkirk - Bantaskin - 01","S01009154",460,68,114,65,57,45,28,33,27,23
"2011","Falkirk - Bantaskin - 02","S01009155",259,37,70,56,23,18,14,19,8,14
"2011","Falkirk - Bantaskin - 03","S01009156",259,26,84,41,31,19,18,19,8,13
"2011","Falkirk - Bantaskin - 04","S01009157",401,19,54,43,40,58,52,47,36,52
"2011","Falkirk - Bantaskin - 05","S01009158",265,14,32,45,38,27,28,30,23,28
"2011","Falkirk - Camelon East - 01","S01009159",194,6,7,17,17,24,35,24,20,44
"2011","Falkirk - Camelon East - 02","S01009160",303,19,21,28,30,43,27,28,40,67
"2011","Falkirk - Camelon East - 03","S01009161",248,11,18,18,18,23,47,27,33,53
"2011","Falkirk - Camelon East - 04","S01009162",335,21,24,47,33,42,45,32,34,57
"2011","Falkirk - Camelon East - 05","S01009163",226,17,43,26,22,22,32,19,17,28
"2011","Falkirk - Camelon West - 01","S01009164",345,23,13,33,31,52,48,48,35,62
"2011","Falkirk - Camelon West - 02","S01009165",299,21,22,21,27,42,40,40,31,55
"2011","Falkirk - Camelon West - 03","S01009166",341,10,22,24,23,53,41,42,33,93
"2011","Falkirk - Camelon West - 04","S01009167",239,15,9,19,17,38,28,28,24,61
"2011","Falkirk - Tamfourhill - 01","S01009168",319,29,55,53,40,38,24,32,22,26
"2011","Falkirk - Tamfourhill - 02","S01009169",256,11,32,23,28,29,37,30,29,37
"2011","Falkirk - Tamfourhill - 03","S01009170",323,14,29,29,30,36,37,39,42,67
"2011","Falkirk - Tamfourhill - 04","S01009171",334,19,24,36,36,56,39,27,44,53
"2011","Falkirk - Lochgreen and Lionthorn - 01","S01009172",348,43,114,70,42,15,18,15,9,22
"2011","Falkirk - Lochgreen and Lionthorn - 02","S01009173",429,55,93,68,54,36,32,47,27,17
"2011","Falkirk - Lochgreen and Lionthorn - 03","S01009174",291,49,74,53,33,22,16,16,14,14
"2011","Falkirk - Lochgreen and Lionthorn - 04","S01009175",514,70,146,73,79,33,30,43,23,17
"2011","Falkirk - Lochgreen and Lionthorn - 05","S01009176",474,61,126,90,59,47,28,30,17,16
"2011","Hallglen and Glen Village - 01","S01009177",387,23,24,42,49,67,39,43,44,56
"2011","Hallglen and Glen Village - 02","S01009178",330,22,22,24,33,52,43,42,29,63
"2011","Hallglen and Glen Village - 03","S01009179",324,12,28,40,48,37,40,38,27,54
"2011","Hallglen and Glen Village - 04","S01009180",467,18,29,41,57,75,63,57,43,84
"2011","Shieldhill - 01","S01009181",408,23,22,38,37,69,57,37,45,80
"2011","Shieldhill - 02","S01009182",536,45,68,92,61,67,53,41,51,58
"2011","Shieldhill - 03","S01009183",459,39,74,79,62,63,40,39,32,31
"2011","Braes Villages - 01","S01009184",356,27,41,33,35,69,37,35,40,39
"2011","Braes Villages - 02","S01009185",399,26,36,39,49,59,47,34,50,59
"2011","Braes Villages - 03","S01009186",388,27,46,53,34,66,43,36,39,44
"2011","Braes Villages - 04","S01009187",251,38,46,39,29,30,15,12,20,22
"2011","Braes Villages - 05","S01009188",434,41,61,32,47,72,32,50,62,37
"2011","Braes Villages - 06","S01009189",329,13,21,27,33,49,37,34,56,59
"2011","Reddingmuirhead and Overton - 01","S01009190",478,43,86,93,77,59,32,34,25,29
"2011","Reddingmuirhead and Overton - 02","S01009191",415,61,100,80,42,25,34,38,24,11
"2011","Reddingmuirhead and Overton - 03","S01009192",356,32,47,51,29,65,33,34,27,38
"2011","Reddingmuirhead and Overton - 04","S01009193",199,24,31,48,28,16,10,18,16,8
"2011","Brightons and Wallacestone - 01","S01009194",422,55,86,63,51,57,36,35,19,20
"2011","Brightons and Wallacestone - 02","S01009195",498,55,127,94,71,38,31,31,27,24
"2011","Brightons and Wallacestone - 03","S01009196",330,19,43,49,35,47,36,36,33,32
"2011","Brightons and Wallacestone - 04","S01009197",546,53,147,107,66,49,41,29,28,26
"2011","Brightons and Wallacestone - 05","S01009198",388,32,81,61,49,44,37,34,24,26
"2011","Maddiston and Rumford - 01","S01009199",328,39,62,49,53,33,21,28,23,20
"2011","Maddiston and Rumford - 02","S01009200",549,57,135,92,63,48,35,45,40,34
"2011","Maddiston and Rumford - 03","S01009201",323,17,31,31,38,40,37,42,42,45
"2011","Maddiston and Rumford - 04","S01009202",282,29,50,58,31,32,16,25,24,17
"2011","Maddiston and Rumford - 05","S01009203",223,7,21,23,21,35,36,16,22,42
"2011","Maddiston and Rumford - 06","S01009204",435,28,56,60,53,43,38,41,48,68
"2011","Polmont - 01","S01009205",453,30,77,81,74,54,38,38,30,31
"2011","Polmont - 02","S01009206",492,51,85,89,77,44,34,49,35,28
"2011","Polmont - 03","S01009207",390,23,72,67,65,42,26,37,31,27
"2011","Polmont - 04","S01009208",279,20,56,41,41,20,28,24,18,31
"2011","Polmont - 05","S01009209",287,21,59,63,40,29,21,18,16,20
"2011","Polmont - 06","S01009210",299,49,59,47,50,22,12,26,14,20
"2011","Redding - 01","S01009211",312,23,27,49,46,52,31,15,33,36
"2011","Redding - 02","S01009212",359,23,17,29,36,61,49,40,47,57
"2011","Redding - 03","S01009213",411,25,32,38,43,74,59,38,40,62
"2011","Redding - 04","S01009214",519,42,86,94,86,49,43,45,29,45
"2011","Laurieston and Westquarter - 01","S01009215",430,25,44,42,50,63,60,43,36,67
"2011","Laurieston and Westquarter - 02","S01009216",448,27,32,39,53,78,42,64,56,57
"2011","Laurieston and Westquarter - 03","S01009217",252,12,21,17,26,41,49,16,26,44
"2011","Laurieston and Westquarter - 04","S01009218",375,28,39,57,52,59,36,38,28,38
"2011","Grangemouth - Newlands - 01","S01009219",288,11,20,33,35,41,26,44,34,44
"2011","Grangemouth - Newlands - 02","S01009220",221,14,16,21,35,20,21,35,22,37
"2011","Grangemouth - Newlands - 03","S01009221",257,16,12,18,30,37,30,25,32,57
"2011","Grangemouth - Newlands - 04","S01009222",235,6,16,18,21,30,31,28,35,50
"2011","Grangemouth - Newlands - 05","S01009223",261,14,19,30,31,26,26,30,42,43
"2011","Grangemouth - Newlands - 06","S01009224",284,8,15,26,43,35,28,28,47,54
"2011","Grangemouth - Newlands - 07","S01009225",259,14,15,25,26,44,29,30,35,41
"2011","Grangemouth - Newlands - 08","S01009226",401,19,30,50,58,42,48,31,52,71
"2011","Grangemouth - Town Centre - 01","S01009227",260,13,17,21,42,34,32,35,28,38
"2011","Grangemouth - Town Centre - 02","S01009228",236,7,10,29,23,27,28,28,43,41
"2011","Grangemouth - Town Centre - 03","S01009229",275,18,23,39,48,27,21,32,34,33
"2011","Grangemouth - Town Centre - 04","S01009230",347,23,35,44,63,43,30,34,39,36
"2011","Grangemouth - Town Centre - 05","S01009231",493,37,58,72,88,66,45,38,36,53
"2011","Grangemouth - Kersiebank - 01","S01009232",221,13,13,16,28,23,21,31,32,44
"2011","Grangemouth - Kersiebank - 02","S01009233",231,6,19,28,24,34,20,25,27,48
"2011","Grangemouth - Kersiebank - 03","S01009234",394,13,17,28,49,45,35,50,64,93
"2011","Grangemouth - Kersiebank - 04","S01009235",423,22,28,39,47,48,39,51,52,97
"2011","Grangemouth - Kersiebank - 05","S01009236",215,17,31,31,28,20,20,22,16,30
"2011","Grangemouth - Kersiebank - 06","S01009237",438,48,60,79,63,51,39,36,35,27
"2011","Grangemouth - Bowhouse - 01","S01009238",308,21,18,26,47,32,24,40,47,53
"2011","Grangemouth - Bowhouse - 02","S01009239",441,25,26,42,47,50,54,58,55,84
"2011","Grangemouth - Bowhouse - 03","S01009240",254,8,15,16,24,30,26,39,45,51
"2011","Grangemouth - Bowhouse - 04","S01009241",356,19,12,41,40,42,36,37,57,72
"2011","Grangemouth - Bowhouse - 05","S01009242",369,24,33,51,44,51,41,43,42,40
"2011","Bo'ness - Douglas - 01","S01009243",502,24,38,57,63,74,46,54,70,76
"2011","Bo'ness - Douglas - 02","S01009244",421,38,51,69,69,57,29,26,50,32
"2011","Bo'ness - Douglas - 03","S01009245",434,38,57,69,71,45,39,33,38,44
"2011","Bo'ness - Douglas - 04","S01009246",384,19,19,44,40,57,37,37,72,59
"2011","Bo'ness - Douglas - 05","S01009247",519,34,40,41,51,68,65,63,79,78
"2011","Bo'ness - Newtown - 01","S01009248",335,25,38,34,49,43,36,37,41,32
"2011","Bo'ness - Newtown - 02","S01009249",379,21,25,35,30,54,43,42,60,69
"2011","Bo'ness - Newtown - 03","S01009250",305,20,20,29,38,45,26,27,44,56
"2011","Bo'ness - Newtown - 04","S01009251",263,19,33,35,32,22,25,26,36,35
"2011","Bo'ness - Newtown - 05","S01009252",283,34,54,48,44,26,20,24,14,19
"2011","Bo'ness - Kinneil - 01","S01009253",169,6,6,18,20,25,21,19,27,27
"2011","Bo'ness - Kinneil - 02","S01009254",315,16,21,24,29,37,33,22,69,64
"2011","Bo'ness - Kinneil - 03","S01009255",360,27,41,39,37,38,25,27,78,48
"2011","Bo'ness - Kinneil - 04","S01009256",219,30,29,29,29,28,20,13,25,16
"2011","Bo'ness - Kinneil - 05","S01009257",340,35,39,49,29,44,33,26,50,35
"2011","Blackness, Bo'ness - Carriden and Grahamsdyke - 01","S01009258",322,32,61,60,43,50,19,9,23,25
"2011","Blackness, Bo'ness - Carriden and Grahamsdyke - 02","S01009259",501,78,84,87,53,44,30,40,44,41
"2011","Blackness, Bo'ness - Carriden and Grahamsdyke - 03","S01009260",645,53,75,76,77,72,79,38,101,74
"2011","Blackness, Bo'ness - Carriden and Grahamsdyke - 04","S01009261",315,24,37,23,33,48,16,30,48,56
"2011","Blackness, Bo'ness - Carriden and Grahamsdyke - 05","S01009262",230,9,11,20,24,23,24,14,49,56
"2011","Blackness, Bo'ness - Carriden and Grahamsdyke - 06","S01009263",512,58,125,102,58,38,31,29,36,35
"2011","Kincardine North and Tulliallan","S01009264",262,26,33,38,35,28,20,27,28,27
"2011","Kincardine West","S01009265",377,28,43,47,39,41,44,45,42,48
"2011","Kincardine East","S01009266",363,30,34,37,32,53,44,31,53,49
"2011","Kincardine South","S01009267",389,23,56,47,40,54,51,36,39,43
"2011","Blairhall and Landward","S01009268",462,42,51,56,32,70,57,47,49,58
"2011","Oakley North","S01009269",353,25,18,30,25,56,38,41,46,74
"2011","Comrie East","S01009270",239,13,11,18,20,44,32,31,25,45
"2011","Comrie West","S01009271",493,37,73,91,58,75,43,49,33,34
"2011","Oakley East","S01009272",317,8,16,21,28,53,47,42,38,64
"2011","Saline North","S01009273",229,31,50,31,32,31,25,11,12,6
"2011","Saline South","S01009274",277,23,52,36,24,35,36,20,22,29
"2011","Knock Hill Landward","S01009275",305,30,46,41,20,58,25,23,19,43
"2011","Carnock","S01009276",415,43,65,75,43,47,43,37,33,29
"2011","Gowkhall and Landward","S01009277",288,41,66,36,38,42,20,15,14,16
"2011","Torryburn","S01009278",300,40,76,56,35,36,11,18,8,20
"2011","Newmills","S01009279",290,36,44,46,23,40,27,21,26,27
"2011","High Valleyfield East","S01009280",290,12,8,23,34,50,36,39,45,43
"2011","High Valleyfield West","S01009281",288,15,24,25,28,42,36,29,38,51
"2011","Culross and Low Valleyfield","S01009282",353,39,84,50,37,47,34,18,15,29
"2011","Crombie","S01009283",262,27,52,36,25,27,23,31,21,20
"2011","Cairneyhill East","S01009284",457,60,96,62,61,49,33,47,20,29
"2011","Cairneyhill North","S01009285",479,31,53,73,65,58,60,73,30,36
"2011","Cairneyhill West","S01009286",388,43,69,63,46,46,35,34,21,31
"2011","Limekilns","S01009287",326,43,103,54,42,19,17,24,10,14
"2011","Charlestown and Bellknowes","S01009288",355,64,101,49,39,28,19,19,11,25
"2011","Crossford East and Berrylaw","S01009289",429,44,98,62,73,56,28,25,28,15
"2011","Crossford West","S01009290",283,37,68,52,54,26,13,13,9,11
"2011","Crossford South","S01009291",523,45,86,77,93,68,51,47,24,32
"2011","Wellwood","S01009292",237,11,13,19,26,39,31,30,21,47
"2011","Milesmark East","S01009293",389,57,66,46,51,46,48,34,13,28
"2011","Milesmark West","S01009294",258,39,65,29,29,33,27,19,8,9
"2011","Beveridgewell West","S01009295",358,25,75,51,58,53,22,31,17,26
"2011","Beveridgewell Western and Parkneuk","S01009296",303,25,44,55,34,40,19,37,23,26
"2011","Beveridgewell East","S01009297",486,56,138,68,57,41,35,48,22,21
"2011","Balbridgeburn North","S01009298",442,24,63,41,47,45,62,61,37,62
"2011","Pittencrieff","S01009299",510,59,106,89,58,45,51,48,21,33
"2011","Balbridgeburn South","S01009300",281,17,54,44,31,39,28,34,9,25
"2011","Broomhead","S01009301",426,25,62,59,48,56,42,58,26,50
"2011","Headwell East","S01009302",370,14,41,35,15,40,53,67,41,64
"2011","Bellyeoman South West","S01009303",359,50,86,63,41,26,23,32,11,27
"2011","Headwell North","S01009304",471,37,58,65,49,59,59,56,35,53
"2011","Headwell Central","S01009305",368,26,64,71,48,37,29,33,18,42
"2011","Headwell South West","S01009306",570,40,102,94,50,67,61,64,33,59
"2011","Carnegie Drive","S01009307",549,45,124,110,54,44,35,62,23,52
"2011","Abbey Parks North","S01009308",283,31,59,34,33,25,26,28,14,33
"2011","Abbey Parks South and Brucefield North West","S01009309",438,37,121,61,53,39,32,47,17,31
"2011","Ladys Mill","S01009310",466,52,115,76,61,51,27,36,21,27
"2011","Pitbauchlie West","S01009311",294,20,26,29,22,39,35,48,24,51
"2011","Brucefield West","S01009312",397,37,81,62,49,37,37,42,19,33
"2011","Brucefield South West","S01009313",247,11,20,37,34,28,30,32,14,41
"2011","Brucefield North","S01009314",333,29,75,23,46,29,32,47,21,31
"2011","Brucefield South","S01009315",285,17,31,23,32,44,27,48,25,38
"2011","Transy","S01009316",405,50,128,73,37,25,24,30,13,25
"2011","Garvock Hill South","S01009317",441,41,108,52,58,53,39,48,17,25
"2011","Garvock Hill West","S01009318",341,39,100,60,41,17,26,28,12,18
"2011","Garvock Hill North East","S01009319",387,32,86,76,60,31,35,29,17,21
"2011","Bellyeoman South","S01009320",318,24,65,45,45,41,34,24,15,25
"2011","Queen Margaret Fauld","S01009321",316,38,67,57,36,27,20,31,13,27
"2011","Kingseat","S01009322",384,30,58,57,53,47,35,35,35,34
"2011","Townhill East","S01009323",296,16,35,42,40,31,29,41,28,34
"2011","Townhill West","S01009324",272,11,29,44,28,39,29,33,28,31
"2011","Bellyeoman North and Townhill Landward","S01009325",412,33,91,83,56,39,39,25,20,26
"2011","Queen Margaret Hospital","S01009326",306,29,60,57,44,29,27,25,9,26
"2011","Kingseathill","S01009327",240,22,56,39,23,22,25,20,10,23
"2011","Duloch North East","S01009328",421,50,109,94,50,40,19,31,14,14
"2011","Duloch North North West","S01009329",284,28,59,64,37,24,18,30,8,16
"2011","Duloch North West","S01009330",252,24,44,42,28,20,23,32,12,27
"2011","South Fod and Calais Muir","S01009331",324,40,89,51,46,26,23,23,13,13
"2011","Lynebank","S01009332",451,49,105,85,53,36,45,33,19,26
"2011","Woodmill South","S01009333",363,22,28,41,33,45,44,60,33,57
"2011","Woodmill North","S01009334",238,14,18,25,24,29,41,22,26,39
"2011","Woodmill West","S01009335",347,21,29,25,46,46,38,45,31,66
"2011","Touch","S01009336",235,10,11,26,19,34,33,43,18,41
"2011","Pitcorthie North West","S01009337",292,10,19,35,33,36,35,49,27,48
"2011","Abbeyview East","S01009338",271,14,15,21,25,24,22,56,33,61
"2011","Abbeyview North","S01009339",318,18,12,25,22,47,32,48,35,79
"2011","Abbeyview Central","S01009340",266,7,16,16,23,36,45,29,32,62
"2011","Abbeyview West","S01009341",258,10,18,16,20,38,31,48,30,47
"2011","Pitcorthie North","S01009342",349,23,31,27,36,50,43,59,27,53
"2011","Pitcorthie North East","S01009343",298,16,23,37,43,34,34,44,27,40
"2011","Abbeyview South East","S01009344",276,15,14,24,29,38,37,44,28,47
"2011","Abbeyview Linburn","S01009345",475,35,52,50,53,63,53,66,40,63
"2011","Duloch East","S01009346",402,59,103,94,34,34,24,27,15,12
"2011","Duloch South East","S01009347",370,64,101,82,36,20,19,28,9,11
"2011","Duloch Central","S01009348",293,30,66,60,36,28,20,30,9,14
"2011","Duloch South","S01009349",461,53,119,97,64,38,25,28,15,22
"2011","Duloch South West","S01009350",349,49,54,73,29,25,27,42,22,28
"2011","Duloch West","S01009351",333,40,80,59,42,25,23,27,12,25
"2011","Masterton South","S01009352",475,67,145,101,44,31,28,25,17,17
"2011","Middlebank","S01009353",235,22,59,48,26,23,15,25,9,8
"2011","Masterton Central","S01009354",514,63,134,109,68,41,21,41,17,20
"2011","Pitcorthie Central","S01009355",464,24,75,65,71,69,36,60,26,38
"2011","Pitcorthie East","S01009356",508,44,95,67,72,58,46,57,28,41
"2011","Pitreavie Castle West","S01009357",285,39,67,53,32,26,20,21,14,13
"2011","Pitreavie Castle East and Heathery","S01009358",378,56,130,74,33,18,15,26,10,16
"2011","Masterton North","S01009359",437,48,98,98,46,38,35,38,16,20
"2011","Pitbauchlie and Pitcorthie North West","S01009360",439,43,86,67,58,42,39,46,18,40
"2011","Pitreavie","S01009361",393,33,62,69,43,41,29,49,27,40
"2011","Pitcorthie West","S01009362",543,35,85,83,91,60,45,64,35,45
"2011","Rosyth Camdean","S01009363",399,27,31,38,66,49,42,58,31,57
"2011","Dunfermline Business Park","S01009364",486,28,47,60,62,70,50,71,40,58
"2011","Pettiesmuir","S01009365",284,8,29,35,32,35,32,41,28,44
"2011","Rosyth Kings North","S01009366",335,27,25,35,42,47,31,38,35,55
"2011","Admiralty North","S01009367",305,14,33,38,43,43,19,44,23,48
"2011","Rosyth Wilderness East","S01009368",278,15,17,26,36,37,32,35,38,42
"2011","Rosyth Kings East","S01009369",298,10,29,35,32,48,27,43,30,44
"2011","Rosyth Wilderness North","S01009370",415,27,47,40,58,61,53,44,28,57
"2011","Admiralty North East","S01009371",262,20,20,35,26,27,24,43,22,45
"2011","Admiralty Central","S01009372",266,17,22,27,30,37,25,46,30,32
"2011","Rosyth Kings South","S01009373",359,13,32,41,35,52,50,45,29,62
"2011","Admiralty South West","S01009374",393,33,30,52,35,52,40,67,28,56
"2011","Admiralty South East","S01009375",356,18,41,27,34,49,43,57,42,45
"2011","Admiralty South","S01009376",262,16,12,23,39,26,33,39,33,41
"2011","Rosyth Dockyard and Castle","S01009377",824,45,65,366,58,55,61,69,47,58
"2011","Rosyth Pease Hill East","S01009378",502,22,50,73,56,51,57,66,59,68
"2011","Rosyth Pease Hill North","S01009379",509,42,77,79,75,57,50,61,33,35
"2011","Rosyth Pease Hill South","S01009380",315,30,19,56,37,47,30,42,17,37
"2011","Inverkeithing Belleknowes","S01009381",381,38,66,57,50,43,21,46,22,38
"2011","Inverkeithing West","S01009382",367,23,41,44,34,41,26,47,42,69
"2011","Inverkeithing Jamestown","S01009383",413,25,31,60,42,59,41,60,32,63
"2011","North Queensferry","S01009384",287,47,92,46,31,19,10,19,14,9
"2011","North Queensferry Ferryhills","S01009385",257,22,56,45,31,19,23,18,17,26
"2011","Inverkeithing Spencerfield North","S01009386",298,22,26,22,39,37,33,45,24,50
"2011","Inverkeithing Spencerfield South","S01009387",252,15,27,22,27,32,23,36,30,40
"2011","Inverkeithing Spittalfield","S01009388",349,21,39,24,29,40,40,50,46,60
"2011","Inverkeithing North East","S01009389",448,51,81,64,49,55,41,32,28,47
"2011","Dalgety Letham Hill South","S01009390",428,62,116,85,56,22,22,34,15,16
"2011","Dalgety Letham Hill","S01009391",410,47,84,83,55,36,28,41,23,13
"2011","Dalgety Letham Farm","S01009392",302,33,72,72,39,22,21,24,9,10
"2011","Hillend","S01009393",377,41,68,58,52,41,27,43,16,31
"2011","Dalgety Steeple Clump","S01009394",472,47,115,91,57,40,30,36,22,34
"2011","Dalgety Bay East","S01009395",290,36,83,43,43,21,20,20,14,10
"2011","Dalgety Bay South East","S01009396",328,44,96,65,45,23,16,19,11,9
"2011","Dalgety St Davids Clump","S01009397",354,42,93,47,53,27,28,26,17,21
"2011","Dalgety Bogend Wood","S01009398",371,36,53,59,54,31,50,40,26,22
"2011","Dalgety Longhill Park","S01009399",375,31,70,68,53,37,30,26,23,37
"2011","Dalgety Donibristle South","S01009400",253,20,29,27,41,30,21,27,22,36
"2011","Dalgety Ross Plantation","S01009401",283,24,66,32,40,20,28,37,16,20
"2011","Dalgety Crow Hill","S01009402",418,46,84,80,51,40,34,38,20,25
"2011","Dalgety Donibristle and Hillend","S01009403",291,28,49,45,29,27,24,36,21,32
"2011","Halbeath","S01009404",233,18,25,14,23,40,24,20,23,46
"2011","Crossgates South Knowe and Annfield","S01009405",207,24,26,33,21,35,23,13,18,14
"2011","Crossgates North","S01009406",449,38,52,49,53,69,54,41,42,51
"2011","Crossgates North East","S01009407",241,33,31,26,23,30,26,26,28,18
"2011","Crossgates North Knowe","S01009408",424,46,72,73,43,68,35,29,31,27
"2011","Hill of Beath and Landward","S01009409",289,14,20,30,30,48,31,27,40,49
"2011","Beath Woodend","S01009410",408,17,21,27,43,63,56,61,52,68
"2011","Hill of Beath","S01009411",380,14,23,23,29,61,65,55,54,56
"2011","Beath South West","S01009412",396,16,22,25,38,61,47,57,51,79
"2011","Cowdenbeath North West","S01009413",488,32,39,57,53,92,51,52,52,60
"2011","Cowdenbeath Foulford","S01009414",299,20,25,25,38,45,37,36,28,45
"2011","Cowdenbeath North","S01009415",335,33,30,29,38,60,32,38,34,41
"2011","Cowdenbeath Glenfield","S01009416",297,28,27,39,43,40,37,42,28,13
"2011","Leuchatsbeath","S01009417",178,21,27,25,24,31,22,14,8,6
"2011","Cowdenbeath North East","S01009418",508,29,36,42,54,84,59,53,78,73
"2011","Kelty Elmwood","S01009419",241,16,12,27,36,27,26,29,23,45
"2011","Kelty West","S01009420",230,7,10,19,13,24,35,33,37,52
"2011","Kelty South West","S01009421",277,12,17,17,25,43,36,35,31,61
"2011","Kelty Blairadam Park","S01009422",366,19,27,32,44,50,45,51,41,57
"2011","Kelty Seafar","S01009423",544,44,94,106,63,65,44,58,35,35
"2011","Kelty East","S01009424",279,31,43,35,42,33,20,26,27,22
"2011","Kelty Oakfield","S01009425",330,26,36,48,31,49,45,27,36,32
"2011","Kelty Central","S01009426",310,21,17,25,30,49,50,37,34,47
"2011","Kelty North East","S01009427",229,10,18,27,23,31,41,22,26,31
"2011","Lochore North","S01009428",229,10,23,18,24,41,28,26,24,35
"2011","Lochore Central","S01009429",272,11,16,25,20,48,41,30,34,47
"2011","Crosshill and Lochore South","S01009430",296,20,19,24,37,32,52,39,26,47
"2011","Glencraig Landward","S01009431",278,22,30,34,24,39,34,19,36,40
"2011","Ballingry East","S01009432",306,10,7,15,22,51,62,39,45,55
"2011","Ballingry Central","S01009433",293,7,20,18,20,46,66,24,43,49
"2011","Ballingry South","S01009434",208,12,9,21,16,31,35,17,35,32
"2011","Ballingry West","S01009435",261,5,18,28,15,41,45,29,35,45
"2011","Dundonald","S01009436",303,21,28,22,26,38,39,45,46,38
"2011","Bowhill and Dundonald","S01009437",307,26,21,22,30,64,30,46,37,31
"2011","Cardenden East","S01009438",339,15,26,31,36,56,32,46,50,47
"2011","Cardenden West","S01009439",357,12,17,29,33,67,36,51,49,63
"2011","Bowhill West","S01009440",255,12,20,13,28,45,33,39,33,32
"2011","Bowhill East","S01009441",343,17,14,15,37,59,45,54,51,51
"2011","Jamphlars and Lochgelly Landward","S01009442",290,23,44,36,37,61,21,22,25,21
"2011","Auchterderran Landward and Cluny","S01009443",332,29,48,37,34,44,35,35,30,40
"2011","Lochgelly St Patricks and The Beeches","S01009444",455,35,61,65,58,59,57,69,33,18
"2011","Lochgelly North","S01009445",354,8,22,36,34,66,51,42,42,53
"2011","Lochgelly East","S01009446",322,15,18,24,39,43,58,41,36,48
"2011","Lochgelly Central and Eastern","S01009447",227,12,19,17,22,35,35,27,20,40
"2011","Lochgelly Albion Park and New Farm Vale","S01009448",424,37,43,60,42,69,46,44,32,51
"2011","Lochgelly Central and Western","S01009449",216,11,17,21,30,38,24,23,23,29
"2011","Lumphinnans","S01009450",235,10,10,14,21,24,36,25,43,52
"2011","Lochgelly South West","S01009451",383,25,18,24,28,73,53,47,48,67
"2011","Lochgelly West and Lumphinnans Central","S01009452",204,10,16,15,23,39,25,25,29,22
"2011","Lochgelly West","S01009453",437,25,26,34,53,81,55,60,44,59
"2011","Aberdour","S01009454",420,43,142,62,31,40,29,25,17,31
"2011","St Colme and Aberdour West","S01009455",404,76,123,57,37,36,15,17,24,19
"2011","Mossbank and Donibristle","S01009456",305,30,26,39,29,52,39,23,34,33
"2011","Auchtertool","S01009457",305,44,47,43,32,56,28,15,18,22
"2011","Burntisland Central","S01009458",294,33,48,43,38,31,29,32,21,19
"2011","Burntisland Links","S01009459",372,36,61,47,35,60,41,37,27,28
"2011","Burntisland Docks","S01009460",323,25,25,29,29,44,43,42,24,62
"2011","Burntisland Kirkton","S01009461",304,43,86,54,34,22,23,22,6,14
"2011","Burntisland Grange and Orrock","S01009462",304,30,41,37,29,51,30,26,30,30
"2011","Burntisland Nether Grange","S01009463",286,30,42,33,38,46,26,31,18,22
"2011","Burntisland East Toll","S01009464",430,35,63,76,59,75,30,34,20,38
"2011","Burntisland Meadowfield","S01009465",269,23,42,31,29,38,30,26,20,30
"2011","Burntisland East","S01009466",272,35,74,47,23,32,14,16,10,21
"2011","Kinghorn South","S01009467",355,40,98,60,43,32,21,25,19,17
"2011","Kinghorn Central","S01009468",330,25,33,38,39,48,37,34,32,44
"2011","Kinghorn North","S01009469",366,24,83,50,60,35,32,28,17,37
"2011","Kinghorn North West","S01009470",214,20,34,30,19,27,21,25,20,18
"2011","Linktown East","S01009471",219,20,25,20,17,26,24,20,23,44
"2011","Linktown North","S01009472",360,50,74,46,27,43,34,35,14,37
"2011","Linktown Central","S01009473",382,15,43,34,21,52,52,47,54,64
"2011","Linktown South and Seafield North","S01009474",381,30,57,46,33,53,39,45,33,45
"2011","Seafield Central","S01009475",306,48,72,55,34,29,22,22,14,10
