"date","geography","geography code","Occupation: All categories: Occupation; measures: Value","Occupation: 1. Managers, directors and senior officials; measures: Value","Occupation: 2. Professional occupations; measures: Value","Occupation: 3. Associate professional and technical occupations; measures: Value","Occupation: 4. Administrative and secretarial occupations; measures: Value","Occupation: 5. Skilled trades occupations; measures: Value","Occupation: 6. Caring, leisure and other service occupations; measures: Value","Occupation: 7. Sales and customer service occupations; measures: Value","Occupation: 8. Process plant and machine operatives; measures: Value","Occupation: 9. Elementary occupations; measures: Value"
"2011","Linwood North - 03","S01012225",462,31,27,45,58,69,69,48,49,66
"2011","Linwood North - 04","S01012226",352,17,38,36,49,50,43,43,37,39
"2011","Linwood North - 05","S01012227",316,14,29,31,45,63,35,38,25,36
"2011","Linwood North - 06","S01012228",341,20,35,19,55,48,41,44,34,45
"2011","Houston South - 01","S01012229",398,43,93,70,59,29,29,33,22,20
"2011","Houston South - 02","S01012230",494,56,111,87,71,38,39,42,24,26
"2011","Houston South - 03","S01012231",437,51,123,78,44,34,28,39,20,20
"2011","Houston South - 04","S01012232",451,48,123,85,57,37,32,39,17,13
"2011","Houston North - 01","S01012233",477,55,121,80,62,41,38,45,14,21
"2011","Houston North - 02","S01012234",580,82,150,98,76,53,37,37,16,31
"2011","Houston North - 03","S01012235",207,32,55,21,47,10,6,17,6,13
"2011","Houston North - 04","S01012236",291,27,60,41,42,34,32,18,16,21
"2011","Bridge of Weir - 01","S01012237",365,68,124,56,39,22,19,16,6,15
"2011","Bridge of Weir - 02","S01012238",279,27,50,46,25,37,19,34,20,21
"2011","Bridge of Weir - 03","S01012239",250,17,34,25,22,43,30,24,26,29
"2011","Bridge of Weir - 04","S01012240",352,36,57,55,30,51,36,34,22,31
"2011","Bridge of Weir - 05","S01012241",256,36,111,36,20,21,8,11,9,4
"2011","Bridge of Weir - 06","S01012242",379,49,127,58,44,28,19,28,10,16
"2011","Bridge of Weir - 07","S01012243",292,35,79,43,34,27,20,23,15,16
"2011","IZ01 - 01","S01013122",218,8,18,18,23,21,28,32,27,43
"2011","IZ01 - 02","S01013123",331,18,30,48,58,41,41,34,25,36
"2011","IZ01 - 03","S01013124",332,26,34,28,62,34,65,31,29,23
"2011","IZ01 - 04","S01013125",321,25,37,42,58,46,39,26,19,29
"2011","IZ01 - 05","S01013126",264,14,19,18,36,29,43,40,26,39
"2011","IZ01 - 06","S01013127",270,12,17,21,32,41,40,35,26,46
"2011","IZ02 - 01","S01013128",321,23,29,40,50,18,50,39,31,41
"2011","IZ02 - 02","S01013129",514,32,72,62,80,66,58,62,33,49
"2011","IZ02 - 03","S01013130",269,20,35,35,41,27,29,29,15,38
"2011","IZ02 - 04","S01013131",304,19,19,35,50,41,38,46,21,35
"2011","IZ02 - 05","S01013132",239,9,24,16,29,36,23,36,24,42
"2011","IZ02 - 06","S01013133",329,20,40,43,51,32,50,36,24,33
"2011","IZ03 - 01","S01013134",382,36,56,46,47,40,52,29,28,48
"2011","IZ03 - 02","S01013135",289,12,15,21,45,31,54,36,25,50
"2011","IZ03 - 03","S01013136",389,23,23,37,48,72,48,53,32,53
"2011","IZ03 - 04","S01013137",303,13,21,34,40,48,37,35,36,39
"2011","IZ03 - 05","S01013138",250,7,20,17,34,33,35,41,24,39
"2011","IZ03 - 06","S01013139",300,10,28,25,38,39,54,42,20,44
"2011","IZ03 - 07","S01013140",300,12,28,27,35,30,55,44,30,39
"2011","IZ04 - 01","S01013141",249,12,22,22,37,29,28,35,26,38
"2011","IZ04 - 02","S01013142",256,15,10,31,31,29,31,42,26,41
"2011","IZ04 - 03","S01013143",384,22,38,53,62,47,54,37,23,48
"2011","IZ04 - 04","S01013144",377,10,32,57,66,47,51,41,31,42
"2011","IZ04 - 05","S01013145",297,24,36,40,36,31,37,40,19,34
"2011","IZ04 - 06","S01013146",190,10,25,21,26,26,24,19,16,23
"2011","IZ05 - 01","S01013147",337,12,46,36,59,50,39,30,33,32
"2011","IZ05 - 02","S01013148",384,23,50,58,66,48,50,29,30,30
"2011","IZ05 - 03","S01013149",414,30,48,64,65,54,56,34,29,34
"2011","IZ05 - 04","S01013150",377,17,50,42,65,56,49,37,26,35
"2011","IZ05 - 05","S01013151",299,30,49,42,53,44,17,28,17,19
"2011","IZ06 - 01","S01013152",424,26,50,54,66,60,59,32,30,47
"2011","IZ06 - 02","S01013153",311,13,24,19,46,46,49,48,21,45
"2011","IZ06 - 03","S01013154",428,24,37,35,51,47,60,73,30,71
"2011","IZ06 - 04","S01013155",362,17,25,35,44,34,62,49,27,69
"2011","IZ06 - 05","S01013156",336,16,15,37,36,49,54,47,31,51
"2011","IZ06 - 06","S01013157",372,12,21,32,52,45,66,52,33,59
"2011","IZ07 - 01","S01013158",293,23,49,53,51,40,23,28,8,18
"2011","IZ07 - 02","S01013159",367,28,54,53,61,46,28,37,26,34
"2011","IZ07 - 03","S01013160",396,32,60,59,84,48,30,37,21,25
"2011","IZ07 - 04","S01013161",506,28,61,67,74,74,65,47,42,48
"2011","IZ07 - 05","S01013162",339,17,32,44,47,53,50,30,25,41
"2011","IZ07 - 06","S01013163",401,26,60,51,67,63,39,40,26,29
"2011","IZ08 - 01","S01013164",448,37,72,57,63,51,47,41,37,43
"2011","IZ08 - 02","S01013165",405,24,64,58,68,64,47,44,14,22
"2011","IZ08 - 03","S01013166",246,9,13,16,37,34,37,25,25,50
"2011","IZ08 - 04","S01013167",253,9,18,22,26,40,34,35,27,42
"2011","IZ08 - 05","S01013168",344,11,13,36,42,48,50,50,22,72
"2011","IZ08 - 06","S01013169",321,12,26,37,47,50,45,39,31,34
"2011","IZ08 - 07","S01013170",199,8,10,19,36,34,25,17,23,27
"2011","IZ09 - 01","S01013171",334,19,60,55,59,40,26,29,24,22
"2011","IZ09 - 02","S01013172",348,24,32,45,68,43,43,47,23,23
"2011","IZ09 - 03","S01013173",436,37,58,54,71,44,61,39,40,32
"2011","IZ09 - 04","S01013174",458,36,101,69,60,65,43,40,24,20
"2011","IZ09 - 05","S01013175",452,45,99,65,62,53,49,35,25,19
"2011","IZ09 - 06","S01013176",371,37,52,56,65,40,40,31,21,29
"2011","IZ09 - 07","S01013177",336,26,61,52,57,42,22,27,27,22
"2011","IZ10 - 01","S01013178",380,27,63,54,56,53,49,33,16,29
"2011","IZ10 - 02","S01013179",409,40,48,46,57,50,50,42,34,42
"2011","IZ10 - 03","S01013180",253,20,36,36,48,31,13,25,15,29
"2011","IZ10 - 04","S01013181",363,25,48,45,61,46,37,27,36,38
"2011","IZ10 - 05","S01013182",310,16,35,31,35,36,44,29,34,50
"2011","IZ10 - 06","S01013183",458,26,82,88,72,55,44,29,27,35
"2011","IZ11 - 01","S01013184",213,4,8,14,27,24,52,21,19,44
"2011","IZ11 - 02","S01013185",323,19,27,29,42,39,55,42,26,44
"2011","IZ11 - 03","S01013186",293,12,7,21,42,42,45,39,33,52
"2011","IZ11 - 04","S01013187",352,18,38,47,45,44,49,31,33,47
"2011","IZ11 - 05","S01013188",469,22,62,77,55,53,53,53,40,54
"2011","IZ11 - 06","S01013189",318,18,56,35,38,40,30,45,16,40
"2011","IZ11 - 07","S01013190",378,27,52,55,44,39,44,32,35,50
"2011","IZ12 - 01","S01013191",587,53,122,108,85,62,34,39,35,49
"2011","IZ12 - 02","S01013192",447,32,87,78,65,43,40,41,27,34
"2011","IZ12 - 03","S01013193",362,22,47,66,62,47,41,22,25,30
"2011","IZ12 - 04","S01013194",328,23,41,43,45,44,40,39,23,30
"2011","IZ12 - 05","S01013195",525,33,82,75,71,63,50,57,39,55
"2011","IZ12 - 06","S01013196",389,26,61,63,49,48,43,34,30,35
"2011","IZ12 - 07","S01013197",255,24,45,40,42,25,30,15,14,20
"2011","IZ12 - 08","S01013198",340,24,32,37,52,44,50,29,32,40
"2011","IZ13 - 01","S01013199",403,32,97,70,50,34,41,23,23,33
"2011","IZ13 - 02","S01013200",306,18,46,59,36,28,31,41,17,30
"2011","IZ13 - 03","S01013201",262,6,27,42,28,21,35,21,25,57
"2011","IZ13 - 04","S01013202",205,7,25,22,19,17,34,24,16,41
"2011","IZ13 - 05","S01013203",299,10,39,30,38,35,38,30,30,49
"2011","IZ13 - 06","S01013204",422,19,63,74,57,37,51,30,39,52
"2011","IZ13 - 07","S01013205",216,7,14,22,22,30,28,26,27,40
"2011","IZ13 - 08","S01013206",255,14,25,15,25,34,40,17,34,51
"2011","IZ14 - 01","S01013207",350,16,37,39,59,46,38,30,34,51
"2011","IZ14 - 02","S01013208",389,21,34,49,37,43,60,37,47,61
"2011","IZ14 - 03","S01013209",384,18,42,51,65,58,48,38,29,35
"2011","IZ14 - 04","S01013210",317,23,45,46,48,48,28,31,19,29
"2011","IZ14 - 05","S01013211",461,28,44,50,70,56,56,52,43,62
"2011","IZ14 - 06","S01013212",380,20,61,47,59,54,40,32,27,40
"2011","IZ14 - 07","S01013213",338,24,41,59,49,51,34,25,17,38
"2011","IZ15 - 01","S01013214",273,16,32,53,37,36,23,23,27,26
"2011","IZ15 - 02","S01013215",439,25,41,48,64,59,62,40,41,59
"2011","IZ15 - 03","S01013216",265,16,7,25,34,34,39,29,25,56
"2011","IZ15 - 04","S01013217",333,15,23,32,47,34,44,43,42,53
"2011","IZ15 - 05","S01013218",239,11,9,20,24,17,41,32,40,45
"2011","IZ15 - 06","S01013219",230,6,15,24,18,20,35,34,29,49
"2011","IZ15 - 07","S01013220",248,8,11,24,32,43,37,26,24,43
"2011","IZ15 - 08","S01013221",395,14,24,35,61,57,55,45,42,62
"2011","IZ15 - 09","S01013222",216,15,20,18,20,24,33,27,19,40
"2011","IZ16 - 01","S01013223",443,39,53,70,58,70,37,36,34,46
"2011","IZ16 - 02","S01013224",415,24,39,53,43,53,68,45,37,53
"2011","IZ16 - 03","S01013225",328,16,35,38,30,38,42,31,30,68
"2011","IZ16 - 04","S01013226",287,29,33,40,43,25,35,20,28,34
"2011","IZ16 - 05","S01013227",258,17,15,35,34,38,29,19,26,45
"2011","IZ17 - 01","S01013228",357,21,38,44,45,48,43,32,32,54
"2011","IZ17 - 02","S01013229",337,16,34,36,46,42,49,28,27,59
"2011","IZ17 - 03","S01013230",282,8,29,31,42,46,35,20,25,46
"2011","IZ17 - 04","S01013231",350,15,36,40,46,36,57,35,35,50
"2011","IZ17 - 05","S01013232",295,14,23,41,40,37,34,24,30,52
"2011","IZ17 - 06","S01013233",292,21,35,43,41,44,31,25,19,33
"2011","IZ17 - 07","S01013234",235,32,46,48,33,20,13,24,8,11
"2011","IZ17 - 08","S01013235",396,24,47,59,60,60,48,29,38,31
"2011","IZ17 - 09","S01013236",396,37,55,57,55,49,51,30,29,33
"2011","IZ18 - 01","S01013237",429,36,63,67,63,61,32,40,30,37
"2011","IZ18 - 02","S01013238",258,11,23,25,28,41,36,25,15,54
"2011","IZ18 - 03","S01013239",336,15,20,44,31,34,54,30,41,67
"2011","IZ18 - 04","S01013240",204,15,15,14,11,19,32,23,23,52
"2011","IZ18 - 05","S01013241",455,46,85,85,57,58,35,36,25,28
"2011","IZ18 - 06","S01013242",299,45,56,29,30,49,25,17,23,25
"2011","Fauldhouse - 01","S01013243",329,14,31,34,34,44,33,41,57,41
"2011","Fauldhouse - 02","S01013244",284,20,26,19,29,34,40,40,44,32
"2011","Fauldhouse - 03","S01013245",505,44,51,60,66,81,45,49,63,46
"2011","Fauldhouse - 04","S01013246",240,22,26,22,29,36,19,23,39,24
"2011","Fauldhouse - 05","S01013247",318,16,23,25,31,62,36,35,41,49
"2011","Fauldhouse - 06","S01013248",265,8,11,26,30,31,29,39,41,50
"2011","Fauldhouse - 07","S01013249",225,11,14,28,27,24,21,27,39,34
"2011","Breich Valley - 01","S01013250",471,53,89,59,33,82,30,41,38,46
"2011","Breich Valley - 02","S01013251",291,15,23,29,21,44,25,34,36,64
"2011","Breich Valley - 03","S01013252",314,25,28,32,22,48,22,41,49,47
"2011","Breich Valley - 04","S01013253",342,14,40,36,34,47,30,39,39,63
"2011","Breich Valley - 05","S01013254",263,16,18,18,23,41,21,35,34,57
"2011","Breich Valley - 06","S01013255",453,32,39,41,42,80,35,48,62,74
"2011","West Calder and Polbeth - 01","S01013256",349,38,59,35,48,47,28,34,36,24
"2011","West Calder and Polbeth - 02","S01013257",362,24,46,50,39,64,31,44,32,32
"2011","West Calder and Polbeth - 03","S01013258",391,34,66,42,62,46,32,49,28,32
"2011","West Calder and Polbeth - 04","S01013259",398,30,36,49,47,60,34,49,49,44
"2011","West Calder and Polbeth - 05","S01013260",385,21,27,39,49,46,37,33,55,78
"2011","West Calder and Polbeth - 06","S01013261",355,11,21,21,47,60,37,42,61,55
"2011","West Calder and Polbeth - 07","S01013262",289,10,20,22,38,52,31,34,35,47
"2011","Bellsquarry, Adambrae and Kirkton - 01","S01013263",283,54,76,41,28,19,22,15,13,15
"2011","Bellsquarry, Adambrae and Kirkton - 02","S01013264",292,33,73,48,46,22,13,34,9,14
"2011","Bellsquarry, Adambrae and Kirkton - 03","S01013265",381,76,100,66,41,22,17,29,14,16
"2011","Bellsquarry, Adambrae and Kirkton - 04","S01013266",333,34,83,51,53,26,18,37,16,15
"2011","Bellsquarry, Adambrae and Kirkton - 05","S01013267",245,19,33,31,34,27,13,39,23,26
"2011","Bellsquarry, Adambrae and Kirkton - 06","S01013268",423,30,38,55,54,57,41,66,35,47
"2011","Bellsquarry, Adambrae and Kirkton - 07","S01013269",570,67,122,99,81,44,28,59,35,35
"2011","Bankton and Murieston - 01","S01013270",468,74,117,80,70,32,30,35,14,16
"2011","Bankton and Murieston - 02","S01013271",293,48,97,51,41,14,15,11,7,9
"2011","Bankton and Murieston - 03","S01013272",421,79,115,66,52,25,19,31,16,18
"2011","Bankton and Murieston - 04","S01013273",536,86,131,87,72,39,24,44,35,18
"2011","Bankton and Murieston - 05","S01013274",449,56,68,72,63,47,35,42,29,37
"2011","Bankton and Murieston - 06","S01013275",369,33,63,41,55,38,27,50,34,28
"2011","Bankton and Murieston - 07","S01013276",378,38,45,47,71,41,20,62,28,26
"2011","Dedridge East - 01","S01013277",451,27,38,42,46,67,44,67,41,79
"2011","Dedridge East - 02","S01013278",352,14,21,28,53,32,36,58,43,67
"2011","Dedridge East - 03","S01013279",311,18,18,29,36,26,32,48,35,69
"2011","Dedridge East - 04","S01013280",272,17,33,29,37,30,24,41,26,35
"2011","Dedridge East - 05","S01013281",417,13,34,49,51,53,35,64,43,75
"2011","Dedridge East - 06","S01013282",384,18,17,35,54,44,39,65,40,72
"2011","Dedridge East - 07","S01013283",386,15,71,46,38,44,25,49,36,62
"2011","Mid Calder and Kirknewton - 01","S01013284",419,23,69,61,74,39,36,56,31,30
"2011","Mid Calder and Kirknewton - 02","S01013285",395,29,66,56,65,38,24,52,28,37
"2011","Mid Calder and Kirknewton - 03","S01013286",408,24,71,61,65,48,27,52,28,32
"2011","Mid Calder and Kirknewton - 04","S01013287",492,44,116,89,75,35,26,44,26,37
"2011","Mid Calder and Kirknewton - 05","S01013288",309,30,68,36,48,24,26,31,20,26
"2011","Mid Calder and Kirknewton - 06","S01013289",395,65,86,53,48,48,31,20,15,29
"2011","Mid Calder and Kirknewton - 07","S01013290",491,37,89,69,50,52,50,56,37,51
"2011","Mid Calder and Kirknewton - 08","S01013291",419,33,51,64,55,46,40,38,37,55
"2011","East Calder - 01","S01013292",438,44,56,50,68,53,38,48,40,41
"2011","East Calder - 02","S01013293",411,33,74,58,63,46,41,38,29,29
"2011","East Calder - 03","S01013294",418,28,61,53,74,48,51,42,25,36
"2011","East Calder - 04","S01013295",460,29,64,49,82,62,48,57,33,36
"2011","East Calder - 05","S01013296",318,17,27,16,39,39,37,41,37,65
"2011","East Calder - 06","S01013297",348,17,31,35,60,43,35,42,41,44
"2011","East Calder - 07","S01013298",323,32,40,37,51,41,24,35,25,38
"2011","Pumpherston and Uphall Station - 01","S01013299",520,37,58,71,82,54,44,56,53,65
"2011","Pumpherston and Uphall Station - 02","S01013300",269,21,30,28,23,42,31,28,25,41
"2011","Pumpherston and Uphall Station - 03","S01013301",235,16,19,17,32,30,33,17,32,39
"2011","Pumpherston and Uphall Station - 04","S01013302",333,30,50,42,50,47,21,33,31,29
"2011","Craigshill - 01","S01013303",428,31,55,53,43,35,33,55,48,75
"2011","Craigshill - 02","S01013304",434,15,18,39,41,54,37,59,76,95
"2011","Craigshill - 03","S01013305",474,24,25,46,50,49,40,62,80,98
"2011","Craigshill - 04","S01013306",377,20,9,28,34,35,34,49,55,113
"2011","Craigshill - 05","S01013307",460,22,23,35,35,43,31,54,92,125
"2011","Craigshill - 06","S01013308",367,15,18,19,36,35,39,69,62,74
"2011","Howden - 01","S01013309",349,32,72,52,51,22,28,39,11,42
"2011","Howden - 02","S01013310",317,16,25,38,38,44,26,37,35,58
"2011","Howden - 03","S01013311",372,14,24,31,41,36,40,62,48,76
"2011","Howden - 04","S01013312",471,22,30,53,49,54,43,60,58,102
"2011","Howden - 05","S01013313",307,22,16,29,31,27,30,38,41,73
"2011","Howden - 06","S01013314",307,11,28,33,34,46,20,52,30,53
"2011","Livingston Village and Eliburn South - 01","S01013315",309,52,78,56,30,20,15,22,22,14
"2011","Livingston Village and Eliburn South - 02","S01013316",319,36,64,50,48,23,19,38,24,17
"2011","Livingston Village and Eliburn South - 03","S01013317",298,20,41,36,47,31,27,37,29,30
"2011","Livingston Village and Eliburn South - 04","S01013318",356,35,70,63,39,29,23,28,32,37
"2011","Livingston Village and Eliburn South - 05","S01013319",310,35,57,54,38,26,29,30,17,24
"2011","Livingston Village and Eliburn South - 06","S01013320",604,61,131,110,70,36,46,56,51,43
"2011","Livingston Village and Eliburn South - 07","S01013321",203,11,18,25,45,17,12,24,23,28
"2011","Livingston Village and Eliburn South - 08","S01013322",388,25,37,42,58,30,42,59,39,56
"2011","Ladywell - 01","S01013323",457,35,41,53,54,36,44,61,55,78
"2011","Ladywell - 02","S01013324",280,17,18,24,28,25,24,43,39,62
"2011","Ladywell - 03","S01013325",344,22,31,49,33,34,32,49,32,62
"2011","Ladywell - 04","S01013326",240,8,14,14,24,22,27,31,32,68
"2011","Ladywell - 05","S01013327",329,8,9,21,38,37,38,57,50,71
"2011","Ladywell - 06","S01013328",287,12,16,21,18,31,34,50,34,71
"2011","Ladywell - 07","S01013329",243,15,18,22,30,18,24,32,38,46
"2011","Knightsridge - 01","S01013330",664,59,102,114,81,64,39,83,58,64
"2011","Knightsridge - 02","S01013331",374,33,53,48,64,25,23,49,39,40
"2011","Knightsridge - 03","S01013332",328,16,29,28,43,43,33,51,34,51
"2011","Knightsridge - 04","S01013333",445,33,59,70,64,39,28,60,56,36
"2011","Knightsridge - 05","S01013334",350,14,22,41,36,43,33,48,44,69
"2011","Knightsridge - 06","S01013335",318,16,16,21,32,37,31,60,35,70
"2011","Knightsridge - 07","S01013336",372,14,24,27,32,40,34,50,56,95
"2011","Knightsridge and Deans North - 01","S01013337",495,42,67,52,63,57,34,52,62,66
"2011","Knightsridge and Deans North - 02","S01013338",298,52,69,46,35,20,19,31,10,16
"2011","Knightsridge and Deans North - 03","S01013339",330,30,58,53,51,32,24,38,20,24
"2011","Knightsridge and Deans North - 04","S01013340",450,53,80,65,67,43,26,55,23,38
"2011","Knightsridge and Deans North - 05","S01013341",516,117,103,102,55,26,29,37,25,22
"2011","Deans - 01","S01013342",294,21,12,23,34,28,33,42,40,61
"2011","Deans - 02","S01013343",348,28,26,36,51,33,37,55,45,37
"2011","Deans - 03","S01013344",311,15,21,32,31,41,35,46,41,49
"2011","Deans - 04","S01013345",365,11,28,32,40,38,24,46,56,90
"2011","Carmondean and Eliburn North - 01","S01013346",471,55,91,53,68,37,42,60,30,35
"2011","Carmondean and Eliburn North - 02","S01013347",421,36,60,59,68,42,28,45,43,40
"2011","Carmondean and Eliburn North - 03","S01013348",274,30,52,44,43,23,21,29,22,10
"2011","Carmondean and Eliburn North - 04","S01013349",475,39,83,52,52,38,34,68,24,85
"2011","Carmondean and Eliburn North - 05","S01013350",355,29,19,27,51,55,30,49,36,59
"2011","Carmondean and Eliburn North - 06","S01013351",415,34,36,31,61,47,37,56,42,71
"2011","Carmondean and Eliburn North - 07","S01013352",466,19,36,46,69,59,37,67,58,75
"2011","Carmondean and Eliburn North - 08","S01013353",311,12,13,36,43,36,40,37,38,56
"2011","Seafield - 01","S01013354",400,45,54,39,51,52,42,38,45,34
"2011","Seafield - 02","S01013355",319,22,46,39,50,43,19,21,33,46
"2011","Seafield - 03","S01013356",326,24,22,31,30,34,25,41,64,55
"2011","Blackburn - 01","S01013357",426,34,56,57,57,61,37,40,36,48
"2011","Blackburn - 02","S01013358",397,34,38,41,47,55,39,41,55,47
"2011","Blackburn - 03","S01013359",267,20,14,25,21,34,19,38,39,57
"2011","Blackburn - 04","S01013360",294,22,20,21,35,37,24,42,37,56
"2011","Blackburn - 05","S01013361",255,20,7,20,35,33,25,37,37,41
"2011","Blackburn - 06","S01013362",199,11,6,25,28,21,17,20,38,33
"2011","Blackburn - 07","S01013363",297,12,10,23,32,40,24,44,49,63
"2011","Blaeberry Hill and East Whitburn - 01","S01013364",460,42,59,62,37,58,47,44,62,49
"2011","Blaeberry Hill and East Whitburn - 02","S01013365",449,43,57,50,63,71,26,46,46,47
"2011","Blaeberry Hill and East Whitburn - 03","S01013366",507,43,55,77,85,68,43,52,41,43
"2011","Blaeberry Hill and East Whitburn - 04","S01013367",348,48,57,49,45,38,22,31,29,29
"2011","Blaeberry Hill and East Whitburn - 05","S01013368",368,39,26,42,40,51,33,44,52,41
"2011","Blaeberry Hill and East Whitburn - 06","S01013369",346,17,19,35,34,49,29,37,52,74
"2011","Blaeberry Hill and East Whitburn - 07","S01013370",231,13,20,26,16,32,27,24,30,43
"2011","Blaeberry Hill and East Whitburn - 08","S01013371",246,13,16,21,32,32,29,34,29,40
"2011","Whitburn Central - 01","S01013372",416,16,13,32,44,49,41,65,72,84
"2011","Whitburn Central - 02","S01013373",379,24,29,31,40,56,41,42,48,68
"2011","Whitburn Central - 03","S01013374",332,13,16,17,38,52,35,46,44,71
"2011","Whitburn Central - 04","S01013375",263,13,13,19,35,34,20,31,56,42
"2011","Whitburn Central - 05","S01013376",248,9,15,22,31,34,29,24,31,53
"2011","Whitburn Central - 06","S01013377",308,15,26,19,32,46,29,33,58,50
"2011","Whitburn, Croftmalloch and Greenrigg - 01","S01013378",461,39,49,42,58,54,36,57,58,68
"2011","Whitburn, Croftmalloch and Greenrigg - 02","S01013379",433,22,45,46,57,51,36,58,59,59
"2011","Whitburn, Croftmalloch and Greenrigg - 03","S01013380",53,5,6,3,7,15,2,5,4,6
"2011","Whitburn, Croftmalloch and Greenrigg - 04","S01013381",226,15,20,19,21,35,22,16,36,42
"2011","Whitburn, Croftmalloch and Greenrigg - 05","S01013382",304,30,17,33,32,45,21,33,52,41
"2011","Armadale - 01","S01013383",282,15,15,38,41,35,26,23,43,46
"2011","Armadale - 02","S01013384",330,24,28,31,42,49,24,40,43,49
"2011","Armadale - 03","S01013385",260,25,30,34,31,38,31,24,26,21
"2011","Armadale - 04","S01013386",464,34,61,93,63,58,39,47,41,28
"2011","Armadale - 05","S01013387",234,15,18,21,20,39,26,31,33,31
"2011","Armadale - 06","S01013388",319,19,23,43,47,38,27,38,44,40
"2011","Armadale - 07","S01013389",411,16,35,52,51,58,41,51,49,58
"2011","Armadale - 08","S01013390",228,8,21,14,30,31,19,28,40,37
"2011","Armadale - 09","S01013391",212,19,20,28,24,32,17,22,22,28
"2011","Armadale South - 01","S01013392",475,43,77,66,79,63,28,50,45,24
"2011","Armadale South - 02","S01013393",306,19,33,40,35,50,23,36,30,40
"2011","Armadale South - 03","S01013394",278,18,20,22,28,34,41,28,44,43
"2011","Armadale South - 04","S01013395",238,14,11,25,11,31,21,28,32,65
"2011","Armadale South - 05","S01013396",439,49,77,57,80,56,36,29,26,29
"2011","Armadale South - 06","S01013397",443,33,46,52,49,76,50,34,49,54
"2011","Armadale South - 07","S01013398",350,33,70,47,42,42,32,30,28,26
"2011","Armadale South - 08","S01013399",598,57,88,89,72,68,44,72,60,48
"2011","Bathgate, Wester Inch and Inchcross - 01","S01013400",345,27,29,39,48,56,28,27,50,41
"2011","Bathgate, Wester Inch and Inchcross - 02","S01013401",504,64,103,90,55,52,28,42,37,33
"2011","Bathgate, Wester Inch and Inchcross - 03","S01013402",668,70,174,122,81,58,37,46,35,45
"2011","Bathgate, Wester Inch and Inchcross - 04","S01013403",525,65,99,101,73,37,33,47,29,41
"2011","Bathgate, Wester Inch and Inchcross - 05","S01013404",317,34,64,64,32,16,18,46,14,29
"2011","Bathgate and Boghall - 01","S01013405",301,23,30,29,33,39,31,35,36,45
"2011","Bathgate and Boghall - 02","S01013406",267,18,13,22,30,27,31,26,39,61
"2011","Bathgate and Boghall - 03","S01013407",241,15,16,16,28,36,12,24,40,54
"2011","Bathgate and Boghall - 04","S01013408",259,6,15,22,34,29,17,38,32,66
"2011","Bathgate and Boghall - 05","S01013409",553,49,53,72,68,56,31,83,61,80
"2011","Bathgate and Boghall - 06","S01013410",275,9,10,20,36,24,23,49,35,69
"2011","Bathgate East - 01","S01013411",392,27,70,46,49,36,32,44,32,56
"2011","Bathgate East - 02","S01013412",395,32,54,47,69,45,20,60,30,38
"2011","Bathgate East - 03","S01013413",390,57,93,58,39,41,21,37,26,18
"2011","Bathgate East - 04","S01013414",376,32,64,41,41,49,24,31,30,64
"2011","Bathgate East - 05","S01013415",247,13,15,23,35,27,21,48,28,37
"2011","Bathgate East - 06","S01013416",268,12,18,27,27,35,25,40,38,46
"2011","Bathgate East - 07","S01013417",430,28,56,57,52,39,35,48,51,64
"2011","Bathgate East - 08","S01013418",313,26,48,45,31,40,25,38,28,32
"2011","Bathgate East - 09","S01013419",255,29,45,39,42,27,15,28,16,14
"2011","Bathgate West - 01","S01013420",311,17,33,34,67,35,21,45,31,28
"2011","Bathgate West - 02","S01013421",463,55,88,70,65,54,37,33,31,30
"2011","Bathgate West - 03","S01013422",367,16,32,34,59,47,37,55,37,50
"2011","Bathgate West - 04","S01013423",422,44,52,57,61,43,39,39,37,50
"2011","Bathgate West - 05","S01013424",274,24,52,37,45,34,14,30,24,14
"2011","Bathgate West - 06","S01013425",217,21,32,36,29,20,21,21,20,17
"2011","Bathgate West - 07","S01013426",363,32,24,29,55,42,36,37,48,60
"2011","Bathgate West - 08","S01013427",273,59,69,36,29,25,16,14,14,11
"2011","Bathgate West - 09","S01013428",428,28,37,39,36,57,41,66,44,80
"2011","Blackridge, Westfield and Torphichen - 01","S01013429",351,23,36,44,40,46,40,40,41,41
"2011","Blackridge, Westfield and Torphichen - 02","S01013430",370,28,36,43,43,56,41,37,46,40
"2011","Blackridge, Westfield and Torphichen - 03","S01013431",314,20,32,36,26,43,33,28,43,53
"2011","Blackridge, Westfield and Torphichen - 04","S01013432",365,43,50,44,32,45,32,32,42,45
"2011","Blackridge, Westfield and Torphichen - 05","S01013433",375,60,84,50,45,36,30,20,16,34
"2011","Linlithgow South - 01","S01013434",297,54,88,51,18,33,15,14,13,11
"2011","Linlithgow South - 02","S01013435",368,57,133,56,36,23,18,23,6,16
"2011","Linlithgow South - 03","S01013436",432,38,80,45,54,44,38,38,39,56
"2011","Linlithgow South - 04","S01013437",373,32,71,42,55,41,29,38,27,38
"2011","Linlithgow South - 05","S01013438",260,22,38,31,28,41,23,30,15,32
"2011","Linlithgow South - 06","S01013439",416,56,151,62,63,17,19,22,10,16
"2011","Linlithgow South - 07","S01013440",486,57,188,71,63,23,21,27,16,20
"2011","Linlithgow South - 08","S01013441",389,54,140,62,37,20,12,29,16,19
"2011","Linlithgow Bridge - 01","S01013442",438,41,105,68,55,40,32,39,29,29
"2011","Linlithgow Bridge - 02","S01013443",323,40,100,50,32,19,24,16,20,22
